ID,Family name,Title,Personal name,Age,Department/Class,Passenger/Crew,Citizenship,Position,Status,City,Adult/Minor,Sex
844,FISH,Miss,Joan,5,Second,Passenger,British,,Single,Toronto,Infant,Female
845,FOLEY,Mr.,Arthur Richard,51,Second,Passenger,USA,,,Trenton,Adult,Male
846,FOSS,Dr.,Carl Elmer ,27,Second,Passenger,USA,,Married,Harlem,Adult,Male
847,FOX,Mr.,Francis Edwin,30,Second,Passenger,British,,Married,Trenton,Adult,Male
848,FOX,Mrs.,Francis Edwin (Emily Gaisford),28,Second,Passenger,British,,Married,Trenton,Adult,Female
849,FREEMAN,Mrs.,John (Rachel Grant),30,Second,Passenger,British,,Married,Falkain,Adult,Female
850,FREEMAN,Mr.,John,37,Second,Passenger,British,,Married,Falkain,Adult,Male
851,FRENCH,Miss,Grace Hope,24,Second,Passenger,British,,Single,Passaic or Garfield,Adult,Female
852,FRIEDMAN,Mr.,Samuel,28,Second,Passenger,USA,,,Brooklyn,Adult,Male
853,FROST,Mr.,Harry Robinson,42,Second,Passenger,USA,,,Regina,Adult,Male
854,FULTON,Mr.,John Napier,59,Second,Passenger,USA,,,Montréal,Adult,Male
855,FYFE,Mrs.,James (Jeanie Graham),65,Second,Passenger,USA,,Married,Holyoke,Adult,Female
856,GADSEN,Mr.,Arthur,39,Second,Passenger,British,,,Chicago,Adult,Male
857,GALLIGAN,Miss,Margaret,22,Second,Passenger,British,,Single,New York,Adult,Female
858,GARDNER,Mr.,James Andrew,,Second,Passenger,British,,Married,Toronto,Adult,Male
859,GARDNER,Master,"William Gerard ""Willie""",11,Second,Passenger,British,,Single,Toronto,Minor,Male
860,GARDNER,Master,Eric,16,Second,Passenger,British,,Single,Toronto,Minor,Male
861,GARDNER,Mrs.,James Andrew (Annie Gray),,Second,Passenger,British,,Married,Toronto,Adult,Female
862,GARRY,Mr.,Christopher,51,Second,Passenger,USA,,Single,Cleveland,Adult,Male
863,GAUTHIER,Mr.,Carlos,,Second,Passenger,Argentine,,,Montréal,Adult,Male
864,GILHOOLY,Miss,Catherine,,Second,Passenger,British,,Single,New York,Adult,Female
865,GILL,Mrs.,James (Catherine Harris),38,Second,Passenger,British,,Widowed,Gillespie,Adult,Female
866,GILSENAN,Mr.,Hugh,60,Second,Passenger,USA,,,Long Island City,Adult,Male
867,GLANCY,Mr.,Joseph,43,Second,Passenger,British,,,Toronto,Adult,Male
868,GOODMAN,Mr.,Arthur,,Second,Passenger,British,,,Rochester,Adult,Male
869,GRANDIDGE,Mrs.,Arthur (Nancie B. May),26,Second,Passenger,British,,Married,Yonkers,Adult,Female
870,GRANDIDGE,Miss,Eva Mary,3,Second,Passenger,British,,Single,Yonkers,Minor,Female
871,GRAY,Mr.,James Paul,59,Second,Passenger,British,,Married,Oakland,Adult,Male
872,GRAY,Mr.,Robert Duncan,35,Second,Passenger,British,,,Brooklyn,Adult,Male
873,GRAY,Master,Stuart James,4,Second,Passenger,USA,,Single,Los Angeles,Minor,Male
874,GRAY,Mrs.,William Hiram (Terence Florence Healey),24,Second,Passenger,USA,,Married,Los Angeles,Adult,Female
875,GREENWOOD,Master,Ronald Sutcliffe,11,Second,Passenger,USA,,Single,Lawrence,Minor,Male
876,GRIFFITHS,Mr.,Christopher William,32,Second,Passenger,British,,,Winnipeg or Pittsburgh,Adult,Male
877,GRIMSHAW,Mr.,Arthur,18,Second,Passenger,British,,,Brooklyn,Adult,Male
878,GROVES,Mr.,Sydney Frederick,28,Second,Passenger,British,,Married,Toronto,Adult,Male
879,GROVES,Master,Frederick,1,Second,Passenger,British,,Single,Toronto,Infant,Male
880,GROVES,Mrs.,Sydney Frederick (Clara Lee),27,Second,Passenger,British,,Married,Toronto,Adult,Female
881,GWYER,Reverend,Herbert Linford,32,Second,Passenger,British,,Married,Saskatoon,Adult,Male
882,GWYER,Mrs.,Herbert Linford (Margaret Inglis Adams Cairns),26,Second,Passenger,British,,Married,Saskatoon,Adult,Female
883,HAIGH,Mr.,James Harold,38,Second,Passenger,British,,,Winnipeg,Adult,Male
884,HALDANE,Mr.,James Cargill,36,Second,Passenger,British,,,Boston,Adult,Male
885,HAMILTON,Mrs.,John (Isabella Murrhead),,Second,Passenger,British,,Married,New Haven,Adult,Female
886,HAMPSHIRE,Miss,Elizabeth Eleanor,36,Second,Passenger,British,,Single,Pawtucket,Adult,Female
887,HANES,Mr.,Duncan Arthur Walpole,32,Second,Passenger,British,,,Saskatoon,Adult,Male
888,HANSON,Mr.,Samuel,51,Second,Passenger,British,,Married,Central Falls,Adult,Male
889,HANSON,Mrs.,Samuel (Mary Harrison),59,Second,Passenger,British,,Married,Central Falls,Adult,Female
890,HARDY,Miss,Elsie,25,Second,Passenger,British,,Single,Montclair,Adult,Female
891,HARE,Miss,Bessie,27,Second,Passenger,British,,Single,New York,Adult,Female
892,HARRIS,Mr.,Reuben,63,Second,Passenger,British,,Married,Toronto,Adult,Male
893,HARRIS,Mrs.,Reuben (Emma),61,Second,Passenger,British,,Married,Toronto,Adult,Female
894,HARRISON,Mr.,James,48,Second,Passenger,British,,,New York,Adult,Male
895,HARRISON,Mr.,Herbert Kesteven,37,Second,Passenger,British,,Single,Chicago,Adult,Male
896,HASTINGS,Mrs.,David (Margaret Anderson Gardiner),40,Second,Passenger,British,,Widowed,New Rochelle,Adult,Female
897,HENDERSON,Master,"Harris ""Huntley""",10,Second,Passenger,British,,Single,Montréal,Minor,Male
898,HENDERSON,Mrs.,"Harris ""Huntley"" Russell (Violet Alice Yeatman)",32,Second,Passenger,British,,Married,Montréal,Adult,Female
899,HENDRICKSON,Mr.,Knud I.,,Second,Passenger,British,,,Edmonton,Adult,Male
900,HENN,Mr.,Ernest George,35,Second,Passenger,British,,Married,Saskatoon,Adult,Male
901,HENN,Mrs.,Ernest George (Edith Mabel Fisher),27,Second,Passenger,British,,Married,Saskatoon,Adult,Female
902,HENSHAW,Mrs.,George (Mabel Iris Baker),27,Second,Passenger,British,,Married,Saskatoon,Adult,Female
903,HENSHAW,Miss,Mary (Constance?),5,Second,Passenger,British,,Single,Saskatoon,Infant,Female
904,HERBERT,Mrs.,E. V. (Florence),26,Second,Passenger,British,,Married,London,Adult,Female
905,HERTZ,Mr.,Douglas Grant,32,Second,Passenger,British,,,St  Louis,Adult,Male
906,HIGGINBOTTOM,Miss,"Mary ""Polly""",,Second,Passenger,British,,Single,Fall River,Adult,Female
907,HILL,Mrs.,"Richard (Emma ""Emmie"" Jane Haynes)",31,Second,Passenger,British,,Married,Schenectady,Adult,Female
908,HILL,Mr.,William Spencer,29,Second,Passenger,British,,,Wales,Adult,Male
909,HOGG,Mrs.,Ellen,28,Second,Passenger,British,,Married,New York,Adult,Female
910,HOLBOURN,Professor,"John ""Ian"" Bernard Stoughton",43,Second,Passenger,British,,Married,Edinburgh and Isle of Foula,Adult,Male
911,HOLLAND,Mrs.,H. Hedley L. (Nina),34,Second,Passenger,USA,,Married,New York,Adult,Female
912,HOMEWOOD,Mr.,William Thomas,30,Second,Passenger,British,,,Toledo,Adult,Male
913,HOPKINS,Mr.,David Thomas,25,Second,Passenger,British,,,Wales,Adult,Male
914,HOPKINS,Miss,Alice Eliza,33,Second,Passenger,British,,Single,Boston,Adult,Female
915,HOPKINS,Miss,Kate Mary,35,Second,Passenger,British,,Single,Boston,Adult,Female
916,HORSBURGH,Miss,Martha,21,Second,Passenger,British,,Single,Bernardsville,Adult,Female
917,HORTON,Mrs.,Edwin (Elizabeth),51,Second,Passenger,British,,Married,Sheffield,Adult,Female
918,HOSKINS,Mr.,Arthur,,Second,Passenger,British,,,Montréal,Adult,Male
919,HOUNSELL,Mr.,Edgar Cyril,28,Second,Passenger,British,,,England,Adult,Male
920,HUBBARD,Mr.,Frederick Cole Amos,24,Second,Passenger,British,,,New York,Adult,Male
921,HULL,Mrs.,George (Winifred Keeling),33,Second,Passenger,British,,Married,Winnipeg,Adult,Female
922,HUME,Mrs.,Samuel Elliott (Mary Agnes Elliott),27,Second,Passenger,USA,,Married,Harrison,Adult,Female
923,HUMPHREYS,Mr.,Henry St. Giles,,Second,Passenger,British,,,Los Angeles,Adult,Male
924,HUNT,Miss,Isabella Gertrude,37,Second,Passenger,British,,Single,Haverford,Adult,Female
925,HUNTER,Mr.,George Hardie,36,Second,Passenger,British,,Married,Atlanta,Adult,Male
926,HUNTER,Mrs.,George Hardie (Maggie MacGregor),39,Second,Passenger,British,,Married,Atlanta,Adult,Female
927,HUSTON,Miss,Nellie,31,Second,Passenger,British,,Single,Wallassey,Adult,Female
928,INCH,Mr.,William Ernest,27,Second,Passenger,British,,Divorced,New York,Adult,Male
929,JACKSON,Mr.,Isaac,,Second,Passenger,British,,,Patterson,Adult,Male
930,JACKSON,Mr.,Percy Thornton,,Second,Passenger,British,,,Buffalo,Adult,Male
931,JONES,Mr.,"William ""Parry"" Gwynn(e)",24,Second,Passenger,British,,,Blaina,Adult,Male
932,JONES,Mr.,Patrick Llewellynn,28,Second,Passenger,British,,,England,Adult,Male
933,JONES,Mr.,Fred,,Second,Passenger,British,,,Winnipeg,Adult,Male
934,JONES,Mr.,"Isaac ""Ike"" Talbot",,Second,Passenger,British,,,Wales,Adult,Male
935,JONES,Master,William Edward,15,Second,Passenger,British,,Single,Toronto,Infant,Male
936,JONES,Miss, Gwendolyn,29,Second,Passenger,British,,Single,San Francisco,Adult,Female
937,JONES,Mrs.,Alfred (Ellen),,Second,Passenger,British,,Married,Toronto,Adult,Female
938,JUDSON,Mr.,Frederick Sheldon,25,Second,Passenger,USA,,,New York,Adult,Male
939,KAY,Master,Robert Belsher,7,Second,Passenger,British,,Single,Bronx,Minor,Male
940,KAY,Mrs.,James (Marguerita Belsher),31,Second,Passenger,British,,Married,Bronx,Adult,Female
941,KAYE,Miss,Kathleen (Hannah Ermine Kathleen Kirschbaum),16,Second,Passenger,British,,Single,Toronto,Minor,Female
942,KEELY,Miss,Annie,,Second,Passenger,British,,Single,Toronto,Adult,Female
943,KELLY,Mr.,James Robert,42,Second,Passenger,British,,,New York,Adult,Male
944,KELLY,Miss,Margaret S.,34,Second,Passenger,USA,,Single,Pittsburgh,Adult,Female
945,KENNEY,Mrs.,Peter (Margaret),32,Second,Passenger,British,,Widowed,Charlestown,Adult,Female
946,KENNEY,Miss,Mary Bridget,2,Second,Passenger,British,,Single,Charlestown,Minor,Female
947,KINCH,Mrs.,William (Eunice Mustoe),45,Second,Passenger,British,,Widowed,Cleveland,Adult,Female
948,KING,Mrs.,Sidney (Martha Frances),59,Second,Passenger,British,,Married,Lockport,Adult,Female
949,KUEBELLICK,Mr.,Samuel Max,31,Second,Passenger,British,,,Montreal,Adult,Male
950,LADD,Mr.,Owen,33,Second,Passenger,British,,,Winnipeg,Adult,Male
951,LAKIN,Miss,Martha Maria,40,Second,Passenger,British,,Single,Saskatoon,Adult,Female
952,LAMBIE,Mrs.,Daniel (Mary Docherty),27,Second,Passenger,British,,Married,Roslyn,Adult,Female
953,LAMBIE,Miss,Mary,2,Second,Passenger,British,,Single,Roslyn,Minor,Female
954,LAMBIE,Miss,Elizabeth,8,Second,Passenger,British,,Single,Roslyn,Minor,Female
955,LANCASTER,Mr.,Francis William,50,Second,Passenger,British,,,Toronto,Adult,Male
956,LANCASTER,Miss,Annie,,Second,Passenger,British,,Single,Montréal,Adult,Female
957,LANCASTER,Miss,Dorothy,,Second,Passenger,British,,Single,Montréal,Adult,Female
958,LANDER,Mr.,Edward Harris,32,Second,Passenger,British,,,New York,Adult,Male
959,LANE,Mr.,George Benjamin,26,Second,Passenger,British,,,,Adult,Male
960,LAWRENCE,Miss,Ella Woods,50,Second,Passenger,British,,Single,Winnipeg,Adult,Female
961,LAWRENSON,Mr.,Edward,,Second,Passenger,British,,Married,Paterson,Adult,Male
962,LAWRENSON,Mrs.,Edward (Elizabeth),,Second,Passenger,British,,Married,Paterson,Adult,Female
963,LEE,Miss,Bridget,51,Second,Passenger,British,,Single,New York,Adult,Female
964,LEIPOLD,Miss,Catherine Estella M.,27,Second,Passenger,British,,Single,Chicago,Adult,Female
965,LEVERICH,Miss,Rosina Philip,28,Second,Passenger,USA,,Single,New York,Adult,Female
966,LEVERICH,Mrs.,William Edward (Rosina Thomas Philips),60,Second,Passenger,USA,,Married,New York,Adult,Female
967,LEWIS,Mr.,"Isaac ""John""",31,Second,Passenger,British,,Married,New York,Adult,Male
968,LEWIS,Mrs.,"Isaac ""John"" (Jane Marshall)",31,Second,Passenger,British,,Married,New York,Adult,Female
969,LEWIS,Miss,Edith,5,Second,Passenger,British,,Single,New York,Minor,Female
970,LINES,Mrs.,Stanley Llandolf Burnett (Ethel Moore Lamping),34,Second,Passenger,British,,Married,Toronto,Adult,Female
971,LINES,Mr.,Stanley Llandolf Burnett,30,Second,Passenger,British,,Married,Toronto,Adult,Male
972,LINTOTT,Mr.,Roy Iver,21,Second,Passenger,British,,,Calgary,Adult,Male
973,LITTLE,Mrs.,J. (Margaret),24,Second,Passenger,British,,Married,Brooklyn,Adult,Female
974,LITTLE,Miss,Alice Laura,14,Second,Passenger,British,,Single,Brooklyn,Infant,Female
975,LOHDEN,Mrs.,H. Arnold (Sarah Rose Mary Arnold),38,Second,Passenger,British,,Married,Toronto,Adult,Female
976,LOHDEN,Miss,Rose Elsie,11,Second,Passenger,British,,Single,Toronto,Minor,Female
977,LONGDIN,Mr.,Arthur,39,Second,Passenger,British,,Married,Toronto,Adult,Male
978,LONGDIN,Mrs.,Arthur (Matilda Hartley),30,Second,Passenger,British,,Married,Toronto,Adult,Female
979,LOVETT,Miss,Mary,,Second,Passenger,British,,Single,Fall River,Adult,Female
980,LOYND,Reverend,David,51,Second,Passenger,British,,Married,Ottawa or Richmond,Adult,Male
981,LOYND,Mrs.,David (Alice Grimshaw),49,Second,Passenger,British,,Married,Ottawa or Richmond,Adult,Female
982,LUCAS,Mr.,Francis John,22,Second,Passenger,British,,,Pittsburgh,Adult,Male
983,LUND,Mr.,Charles Henry,29,Second,Passenger,USA,,Married,Chicago,Adult,Male
984,LUND,Mrs.,Charles Henry (Sarah Jane Mounsey),29,Second,Passenger,USA,,Married,Chicago,Adult,Female
985,MacFARQUHAR,Mrs.,John (Jane Ann Grant),52,Second,Passenger,USA,,Married,Stratford,Adult,Female
986,MacFARQUHAR,Miss,Grace Marie,16,Second,Passenger,USA,,Single,Stratford,Minor,Female
987,MacGREGOR,Mr.,Arthur L.,31,Second,Passenger,British,,,New York,Adult,Male
988,MacGREGOR,Mrs.,Betsy,63,Second,Passenger,British,,Married,New York,Adult,Female
989,MacHARDY,Mrs.,Peter Kenneth (Annie R.),38,Second,Passenger,USA,,Married,New York,Adult,Female
990,MACKAY,Mr.,Hamish,33,Second,Passenger,British,,,New York,Adult,Male
991,MacKENZIE,Mrs.,Robert (Mary A.),,Second,Passenger,USA,,Married,New Bedford,Adult,Female
992,MACKY,Mr.,Joseph Cochrane,60,Second,Passenger,British,,Married,Devonport,Adult,Male
993,MACKY,Mrs.,Joseph Cochrane (Mary Birrell),56,Second,Passenger,British,,Married,Devonport,Adult,Female
994,MACLAY,Miss,Bessie,,Second,Passenger,British,,Single,Ridgefield Park,Adult,Female
995,MAINMAN,Mr.,Alfred S.,19,Second,Passenger,British,,Single,Edmonton,Adult,Male
996,MAINMAN,Mr.,John V.,21,Second,Passenger,British,,,Edmonton,Adult,Male
997,MAINMAN,Mr.,Alfred Reid,55,Second,Passenger,British,,Married,Edmonton,Adult,Male
998,MAINMAN,Master,Edwin Richard,7,Second,Passenger,British,,Single,Edmonton,Minor,Male
999,MAINMAN,Mrs.,"Alfred Reid (Elizabeth Sarah ""Annie"" Dowsett)",,Second,Passenger,British,,Married,Edmonton,Adult,Female
1000,MAINMAN,Miss,Elizabeth,7,Second,Passenger,British,,Single,Edmonton,Minor,Female
1001,MAINMAN,Miss,"Mary ""Molly"" Frances",16,Second,Passenger,British,,Single,Edmonton,Minor,Female
1002,MANBY,Miss,Ada,36,Second,Passenger,British,,Single,Montréal,Adult,Female
1003,MANNION,Mr.,Martin,,Second,Passenger,British,,,Troy,Adult,Male
1004,MARICHAL,Professor,Joseph Phillibert René,38,Second,Passenger,French,,Married,Kingston,Adult,Male
1005,MARICHAL,Master,Maurice,,Second,Passenger,French,,Single,Kingston,Infant,Male
1006,MARICHAL,Mrs.,Joseph Phillibert René (Yvonne Jessie Emerson),39,Second,Passenger,French,,Married,Kingston,Adult,Female
1007,MARICHAL,Miss,Phyllis Renée,2,Second,Passenger,French,,Single,Kingston,Minor,Female
1008,MARICHAL,Miss,"Yvonne ""Eve""",6,Second,Passenger,French,,Single,Kingston,Minor,Female
1009,MARTIN,Mr.,Charles D.,31,Second,Passenger,British,,,Pittsburgh,Adult,Male
1010,MARTIN,Miss,Ruby,26,Second,Passenger,British,,Single,New York,Adult,Female
1011,MARTIN-DAVEY,Mr.,Arthur,18,Second,Passenger,British,,Single,Vancouver,Adult,Male
1012,MARTIN-DAVEY,Mr.,William (Elizabeth Cumbe Heard),53,Second,Passenger,British,,Married,Vancouver,Adult,Male
1013,MARTIN-DAVEY,Mr.,William,,Second,Passenger,British,,Married,Vancouver,Adult,Male
1014,MATTHEWS,Lieutenant,Robert,34,Second,Passenger,British,,Married,Winnipeg,Adult,Male
1015,MATTHEWS,Mrs.,Robert (Annie),,Second,Passenger,British,,,Winnipeg,Adult,Female
1016,MATTHEWSON,Master,Joseph,8,Second,Passenger,British,,Single,Springfield,Infant,Male
1017,MATTHEWSON,Mrs.,Maud E. S.,,Second,Passenger,British,,Married,Springfield,Adult,Female
1018,MAYCOCK,Miss,Mary,23,Second,Passenger,British,,Single,Harrison,Adult,Female
1019,McCLINTOCK,Miss,Margaret,31,Second,Passenger,British,,Single,New York,Adult,Female
1020,McCLURE,Miss,Margaret,,Second,Passenger,British,,Single,New York,Adult,Female
1021,McCOLM,Mrs.,James A. (Christina Harrow S. Rae),38,Second,Passenger,British,,Married,Ottawa,Adult,Female
1022,McCORKINDALE,Master,Duncan,7,Second,Passenger,British,,Single,Chromo,Minor,Male
1023,McCORKINDALE,Mrs.,Daniel (Elizabeth Ritchie),33,Second,Passenger,British,,Married,Chromo,Adult,Female
1024,McCORKINDALE,Miss,Mary,,Second,Passenger,British,,Single,Chromo,Infant,Female
1025,McDONNELL,Miss,"Kate ""Kitty""",25,Second,Passenger,British,,Single,New York,Adult,Female
1026,McEVOY,Mr.,Henry,,Second,Passenger,British,,,New York,Adult,Male
1027,McFAYDEN,Mr.,Hugh,24,Second,Passenger,British,,,Galt,Adult,Male
1028,McGINLEY,Mr.,Patrick Vincent,32,Second,Passenger,British,,,New York,Adult,Male
1029,McGOVERN,Miss,"Mary G. ""Mazie""",21,Second,Passenger,USA,,Single,Bloomfield,Adult,Female
1030,McILROY,Mr.,Archibald,,Second,Passenger,British,,,Edmonton,Adult,Male
1031,McKECHAN,Master,Campbell Ballantyne,10,Second,Passenger,British,,Single,Gillespie,Infant,Male
1032,McKECHAN,Master,James,6,Second,Passenger,British,,Single,Gillespie,Minor,Male
1033,McKECHAN,Mrs.,Robert (Elizabeth Ballantyne),32,Second,Passenger,British,,Married,Gillespie,Adult,Female
1034,McKINNON,Mrs.,Robert (Jeanie Gilmour Beith),27,Second,Passenger,British,,Married,Toronto,Adult,Female
1035,McLELLAN,Miss,Sarah,36,Second,Passenger,British,,Single,Lake Forest,Adult,Female
1036,McPARTLIN,Mr.,Myles,,Second,Passenger,USA,,,New York,Adult,Male
1037,MECREDY,Dr.,"Ralph Jack Richard, Jr.",26,Second,Passenger,British,,,Dublin,Adult,Male
1038,MENZIES,Miss,Isabella,57,Second,Passenger,British,,Single,Yakima,Adult,Female
1039,MERIHEINA,Mr.,William Uno,26,Second,Passenger,Russian,,,New York,Adult,Male
1040,MICHAEL,Mr.,Dewi,38,Second,Passenger,British,,,,Adult,Male
1041,MIDDLEMAST,Mrs.,Edward (Isabella L. Woodget),32,Second,Passenger,British,,Married,Regina,Adult,Female
1042,MIDDLETON,Miss,Alice,25,Second,Passenger,British,,Single,Seattle,Adult,Female
1043,MILFORD,Mr.,Frederick John,36,Second,Passenger,USA,,,Hancock,Adult,Male
1044,MILLAR,Mrs.,Aubrey M. (Margaret Todd),42,Second,Passenger,British,,Widowed,New York,Adult,Female
1045,MITCHELHILL,Mr.,William (Mitchell Hill),44,Second,Passenger,British,,,St  Joseph,Adult,Male
1046,MITCHELL,Mr.,Arthur Jackson ,45,Second,Passenger,USA,,,Toronto,Adult,Male
1047,MITCHELL,Mr.,Walter Dawson,27,Second,Passenger,British,,Married,Newark,Adult,Male
1048,MITCHELL,Master,"Walter Dawson, Jr.",10,Second,Passenger,USA,,Single,Newark,Infant,Male
1049,MITCHELL,Mrs.,"Walter Dawson (Jeanette ""Nettie"" Elizabeth Moore)",27,Second,Passenger,British,,Married,Newark,Adult,Female
1050,MOFFATT,Mr.,William,,Second,Passenger,British,,,Winchester,Adult,Male
1051,MOLLOY,Miss,Margaret,,Second,Passenger,British,,Single,New York,Adult,Female
1052,MOODY,Miss,Martha (Meta),38,Second,Passenger,British,,Single,Limavady,Adult,Female
1053,MOODY,Mrs.,Martha (Martha Hemphill),70,Second,Passenger,British,,Married,Limavady,Adult,Female
1054,MOORE,Mr.,John,24,Second,Passenger,British,,Single,Manchester Green,Adult,Male
1055,MOORE,Dr.,Daniel Virgil,36,Second,Passenger,USA,,,Yankton,Adult,Male
1056,MOORE,Mr.,Edwin,62,Second,Passenger,British,,Married,Central Falls,Adult,Male
1057,MOORE,Mr.,Ernest,,Second,Passenger,British,,,Moose Jaw,Adult,Male
1058,MORRIS,Reverend,Hugh Carlton Syddall,32,Second,Passenger,British,,,Toronto,Adult,Male
1059,MOUNSEY,Mr.,William Edgar,58,Second,Passenger,USA,,Widowed,Chicago,Adult,Male
1060,MUIR,Mr.,Matthew,62,Second,Passenger,British,,,Philadelphia,Adult,Male
1061,MURDOCH,Miss,Jessie,34,Second,Passenger,British,,Single,Westbury,Adult,Female
1062,MURRAY,Mrs.,Christopher (Rose Ellen McGinley),30,Second,Passenger,USA,,Married,New York,Adult,Female
1063,MUSTOE-KINCH,Mr.,William,19,Second,Passenger,British,,Single,Cleveland,Adult,Male
1064,MYERS,Master,William Ellason G.,16,Second,Passenger,British,,Single,Stratford,Minor,Male
1065,NAISH,Mrs.,Theodore (Belle Saunders),49,Second,Passenger,USA,,Married,Kansas City,Adult,Female
1066,NAISH,Mr.,Theodore,59,Second,Passenger,USA,,Married,Kansas City,Adult,Male
1067,NEATBY,Miss,Winifred (Freda),29,Second,Passenger,British,,Engaged,Saskatoon,Adult,Female
1068,NEEDHAM,Mr.,Henry E.,,Second,Passenger,British,,,New York,Adult,Male
1069,NEGUS,Mr.,Edward,27,Second,Passenger,British,,,New York,Adult,Male
1070,NEILSON,Mr.,Charles H.,18,Second,Passenger,British,,Single,Brooklyn,Adult,Male
1071,NEILSON,Mr.,Henry,41,Second,Passenger,British,,Married,Brooklyn,Adult,Male
1072,NEILSON,Mrs.,Henry (Frances),40,Second,Passenger,British,,Married,Brooklyn,Adult,Female
1073,NEIMARK,Mr.,Abraham,,Second,Passenger,Russian,,,London,Adult,Male
1074,NEVILLE,Mr.,Albert Charles,40,Second,Passenger,British,,Married,Toronto,Adult,Male
1075,NEVILLE,Master,Charles,11,Second,Passenger,British,,Single,Toronto,Minor,Male
1076,NEVILLE,Mrs.,Albert Charles (Mabel Frances),35,Second,Passenger,British,,Married,Toronto,Adult,Female
1077,NEVILLE,Miss,Muriel,4,Second,Passenger,British,,Single,Toronto,Minor,Female
1078,NEVILLE,Miss,Evelyn,14,Second,Passenger,British,,Single,Toronto,Minor,Female
1079,NICHOL,Miss,Mary F.,22,Second,Passenger,British,,Single,Chicago,Adult,Female
1080,NICHOLL,Mr.,George,,Second,Passenger,British,,,Philadelphia,Adult,Male
1081,NICHOLSON,Mr.,Charles Duncan,27,Second,Passenger,British,,,Edmonton,Adult,Male
1082,NORMAN,Mr.,Robert,39,Second,Passenger,British,,,New York,Adult,Male
1083,NORTH,Miss,Olive,25,Second,Passenger,British,,Single,Saskatoon,Adult,Female
1084,O'DONNELL,Mr.,Patrick,35,Second,Passenger,USA,,,West Hoboken,Adult,Male
1085,OWENS,Mrs.,Hubert Isaacs (Cecelia Mildred Smith) (sister of Alfred Smith),33,Second,Passenger,British,,Married,Ellwood City,Adult,Female
1086,OWENS,Master,Reginald (son of Cecelia Owens),8,Second,Passenger,British,,Single,Ellwood City,Minor,Male
1087,OWENS,Master,Ronald (son of Cecelia Owens),10,Second,Passenger,British,,Single,Ellwood City,Minor,Male
1088,PAGE,Mr.,Andrew,30,Second,Passenger,British,,,Medicine Hat,Adult,Male
1089,PALMER,Mr.,Albert,,Second,Passenger,British,,Married,Toronto,Adult,Male
1090,PALMER,Mr.,Frank Arthur,,Second,Passenger,British,,Single,North Augusta,Adult,Male
1091,PALMER,Master,Albert,6,Second,Passenger,British,,Single,Toronto,Infant,Male
1092,PALMER,Master,Edgar,6,Second,Passenger,British,,Single,Toronto,Minor,Male
1093,PALMER,Mrs.,Albert (Annie Oakes),33,Second,Passenger,British,,Married,Toronto,Adult,Female
1094,PALMER,Miss,Kathleen,41,Second,Passenger,British,,Single,North Augusta,Adult,Female
1095,PALMER,Miss,Olive,4,Second,Passenger,British,,Single,Toronto,Minor,Female
1096,PARSONS,Mr.,Archibald Ernest,30,Second,Passenger,British,,,New York,Adult,Male
1097,PARTLETT,Mrs.,Frank (Amy),35,Second,Passenger,British,,Married,New York,Adult,Female
1098,PARTLETT,Miss,Enid,13,Second,Passenger,British,,Single,New York,Minor,Female
1099,PAVEY,Miss,Lorna Mary,28,Second,Passenger,British,,Single,Fort Qui Apelle,Adult,Female
1100,PAYNE,Mr.,Martin Sylvester,19,Second,Passenger,British,,,Springfield,Adult,Male
1101,PEACOCK,Master,"Thomas Edward, Jr.",17,Second,Passenger,British,,Single,Jerome,Minor,Male
1102,PEACOCK,Mrs.,Elizabeth L. (Elizabeth L. Todd),48,Second,Passenger,British,,Married,Jerome,Adult,Female
1103,PELLS,Mr.,Cyril Elmore,24,Second,Passenger,British,,Married,Vancouver,Adult,Male
1104,PELLS,Master,John,,Second,Passenger,British,,Single,Vancouver,Infant,Male
1105,PELLS,Mrs.,Cyril Elmore (Mary Anita Reeve),32,Second,Passenger,British,,Married,Vancouver,Adult,Female
1106,PHAIR,Reverend,Ernest Edward Maxwell,44,Second,Passenger,British,,,Winnipeg,Adult,Male
1107,PIRIE,Master,Arthur,4,Second,Passenger,British,,Single,Lynn,Minor,Male
1108,PIRIE,Mrs.,Arthur (Annie),35,Second,Passenger,British,,Married,Lynn,Adult,Female
1109,PIRIE,Miss,Margaret,10,Second,Passenger,British,,Single,Lynn,Minor,Female
1110,PIRRIE,Miss,Henrietta,,Second,Passenger,British,,Single,Ottawa,Adult,Female
1111,PLANK,Mrs.,David (Harriet Slinger),61,Second,Passenger,British,,Married,Toronto,Adult,Female
1112,POOLE,Mrs.,Thomas William (Gertrude Kate Elizabeth Veale),45,Second,Passenger,British,,Married,New York,Adult,Female
1113,POTTER,Mr.,Walter,,Second,Passenger,British,,,Calgary,Adult,Male
1114,PRESCOTT,Mrs.,George (Bertha Martin),30,Second,Passenger,British,,Married,Toronto,Adult,Female
1115,PRESS,Miss,Mary Jane,34,Second,Passenger,British,,Single,New York,Adult,Female
1116,PRESTON-SMITH,Mr.,John,28,Second,Passenger,British,,,Southbanks,Adult,Male
1117,PRICHARD,Mr.,Richard Preston,29,Second,Passenger,British,,Single,Montréal,Adult,Male
1118,PROUDFOOT,Mr.,Samuel Lamond,,Second,Passenger,British,,,Belle Vernon,Adult,Male
1119,PURSE,Mr.,Reginald,,Second,Passenger,British,,Married,Chattanooga,Adult,Male
